"X283L"	"X1"	"X2"	"X3"
283	"ADAR"	"ADAL"	1
283	"ADFL"	"ADAL"	1
283	"ASHL"	"ADAL"	1
283	"AVDR"	"ADAL"	2
283	"PVQL"	"ADAL"	1
283	"ADEL"	"ADAL"	1
283	"ADFL"	"ADAL"	1
283	"AIAL"	"ADAL"	1
283	"AIBL"	"ADAL"	1
283	"AIBR"	"ADAL"	2
283	"ASHL"	"ADAL"	1
283	"AVAR"	"ADAL"	2
283	"AVBL"	"ADAL"	4
283	"AVBR"	"ADAL"	2
283	"AVBR"	"ADAL"	5
283	"AVDL"	"ADAL"	1
283	"AVEL"	"ADAL"	1
283	"AVJR"	"ADAL"	5
283	"AWAL"	"ADAL"	1
283	"FLPR"	"ADAL"	1
283	"PVPL"	"ADAL"	1
283	"PVR"	"ADAL"	1
283	"RICL"	"ADAL"	1
283	"RICL"	"ADAL"	1
283	"RICR"	"ADAL"	1
283	"RIML"	"ADAL"	3
283	"RIPL"	"ADAL"	1
283	"RMGL"	"ADAL"	1
283	"SMDVR"	"ADAL"	2
283	"ADAL"	"ADAR"	1
283	"ADFR"	"ADAR"	1
283	"ASHR"	"ADAR"	1
283	"AVDL"	"ADAR"	2
283	"PVQR"	"ADAR"	1
283	"ADER"	"ADAR"	1
283	"ADFR"	"ADAR"	1
283	"AIAR"	"ADAR"	1
283	"AIBL"	"ADAR"	1
283	"AIBR"	"ADAR"	1
283	"ASHR"	"ADAR"	2
283	"AVAL"	"ADAR"	1
283	"AVBL"	"ADAR"	1
283	"AVBL"	"ADAR"	1
283	"AVBR"	"ADAR"	5
283	"AVEL"	"ADAR"	1
283	"AVJL"	"ADAR"	1
283	"AVJL"	"ADAR"	2
283	"RICL"	"ADAR"	1
283	"RICL"	"ADAR"	1
283	"RICR"	"ADAR"	1
283	"RIMR"	"ADAR"	5
283	"RIMR"	"ADAR"	1
283	"RIPR"	"ADAR"	1
283	"RIVR"	"ADAR"	1
283	"RMGR"	"ADAR"	1
283	"SMDVL"	"ADAR"	2
283	"URBR"	"ADAR"	1
283	"ADAL"	"ADEL"	1
283	"AINL"	"ADEL"	1
283	"AVKR"	"ADEL"	1
283	"ADER"	"ADEL"	1
283	"ADER"	"ADEL"	2
283	"ALA"	"ADEL"	1
283	"AVAL"	"ADEL"	2
283	"AVAR"	"ADEL"	3
283	"AVEL"	"ADEL"	1
283	"AVL"	"ADEL"	1
283	"BDUL"	"ADEL"	1
283	"BDUL"	"ADEL"	3
283	"CEPDL"	"ADEL"	1
283	"FLPL"	"ADEL"	1
283	"FLPL"	"ADEL"	1
283	"FLPL"	"ADEL"	2
283	"IL1L"	"ADEL"	1
283	"IL2L"	"ADEL"	1
283	"IL2L"	"ADEL"	1
283	"IL2L"	"ADEL"	2
283	"OLLL"	"ADEL"	1
283	"OLLL"	"ADEL"	1
283	"RIAL"	"ADEL"	1
283	"RIFL"	"ADEL"	1
283	"RIGL"	"ADEL"	2
283	"RIGL"	"ADEL"	3
283	"RIGR"	"ADEL"	3
283	"RIGR"	"ADEL"	3
283	"RIH"	"ADEL"	2
283	"RIVL"	"ADEL"	1
283	"RIVR"	"ADEL"	1
283	"RMDL"	"ADEL"	2
283	"RMDL"	"ADEL"	2
283	"RMGL"	"ADEL"	1
283	"RMHL"	"ADEL"	1
283	"SIADR"	"ADEL"	1
283	"SIBDR"	"ADEL"	1
283	"SMBDR"	"ADEL"	1
283	"URBL"	"ADEL"	1
283	"ADAR"	"ADER"	1
283	"ADEL"	"ADER"	2
283	"ADEL"	"ADER"	1
283	"AVKL"	"ADER"	1
283	"ALA"	"ADER"	1
283	"ALNR"	"ADER"	1
283	"AVAL"	"ADER"	1
283	"AVAL"	"ADER"	4
283	"AVAR"	"ADER"	1
283	"AVAR"	"ADER"	1
283	"AVDR"	"ADER"	2
283	"AVER"	"ADER"	1
283	"AVJR"	"ADER"	1
283	"AVKL"	"ADER"	1
283	"AVKL"	"ADER"	1
283	"AVKR"	"ADER"	1
283	"AVM"	"ADER"	1
283	"AVM"	"ADER"	1
283	"BDUR"	"ADER"	1
283	"CEPDR"	"ADER"	1
283	"FLPL"	"ADER"	1
283	"FLPL"	"ADER"	2
283	"FLPR"	"ADER"	1
283	"FLPR"	"ADER"	1
283	"FLPR"	"ADER"	1
283	"IL2R"	"ADER"	1
283	"IL2R"	"ADER"	1
283	"OLLR"	"ADER"	2
283	"PVR"	"ADER"	1
283	"RIGL"	"ADER"	4
283	"RIGL"	"ADER"	3
283	"RIGR"	"ADER"	4
283	"RIH"	"ADER"	1
283	"RMDR"	"ADER"	2
283	"SAAVR"	"ADER"	1
283	"ADAL"	"ADFL"	1
283	"ADAL"	"ADFL"	1
283	"AIZL"	"ADFL"	5
283	"AIZL"	"ADFL"	7
283	"ASHL"	"ADFL"	3
283	"AUAL"	"ADFL"	1
283	"AUAL"	"ADFL"	4
283	"AWBL"	"ADFL"	1
283	"AWBL"	"ADFL"	8
283	"OLQVL"	"ADFL"	1
283	"RIAL"	"ADFL"	3
283	"RIAL"	"ADFL"	12
283	"RIGL"	"ADFL"	1
283	"RIR"	"ADFL"	2
283	"SMBVL"	"ADFL"	2
283	"ADAR"	"ADFR"	1
283	"ADAR"	"ADFR"	1
283	"AIAR"	"ADFR"	1
283	"AIYR"	"ADFR"	1
283	"AIYR"	"ADFR"	1
283	"AIZR"	"ADFR"	3
283	"AIZR"	"ADFR"	5
283	"ASEL"	"ADFR"	1
283	"ASHR"	"ADFR"	1
283	"ASHR"	"ADFR"	2
283	"AUAR"	"ADFR"	4
283	"AVHL"	"ADFR"	3
283	"AWAR"	"ADFR"	3
283	"AWBR"	"ADFR"	1
283	"AWBR"	"ADFR"	1
283	"AWBR"	"ADFR"	3
283	"PVPR"	"ADFR"	1
283	"PVPR"	"ADFR"	1
283	"RIAR"	"ADFR"	1
283	"RIAR"	"ADFR"	15
283	"RIGR"	"ADFR"	1
283	"RIGR"	"ADFR"	2
283	"RIH"	"ADFR"	1
283	"RIR"	"ADFR"	3
283	"SMBDR"	"ADFR"	1
283	"SMBVR"	"ADFR"	2
283	"URXR"	"ADFR"	1
283	"ADLR"	"ADLL"	1
283	"AVDR"	"ADLL"	1
283	"OLQVL"	"ADLL"	1
283	"RMGL"	"ADLL"	1
283	"AIAL"	"ADLL"	2
283	"AIAL"	"ADLL"	4
283	"AIBL"	"ADLL"	2
283	"AIBL"	"ADLL"	5
283	"AIBR"	"ADLL"	1
283	"ALA"	"ADLL"	2
283	"ASER"	"ADLL"	1
283	"ASER"	"ADLL"	2
283	"ASHL"	"ADLL"	2
283	"AVAL"	"ADLL"	2
283	"AVAR"	"ADLL"	3
283	"AVBL"	"ADLL"	2
283	"AVBL"	"ADLL"	2
283	"AVDL"	"ADLL"	1
283	"AVDR"	"ADLL"	4
283	"AVHR"	"ADLL"	1
283	"AVJL"	"ADLL"	1
283	"AVJR"	"ADLL"	3
283	"AWBL"	"ADLL"	2
283	"CEPVL"	"ADLL"	1
283	"OLQVL"	"ADLL"	1
283	"RIPL"	"ADLL"	1
283	"SDQR"	"ADLL"	1
283	"ADLL"	"ADLR"	1
283	"AIAR"	"ADLR"	2
283	"AIAR"	"ADLR"	8
283	"AIAR"	"ADLR"	2
283	"AIBR"	"ADLR"	10
283	"ASER"	"ADLR"	1
283	"ASHR"	"ADLR"	1
283	"ASHR"	"ADLR"	2
283	"AVAR"	"ADLR"	2
283	"AVBL"	"ADLR"	1
283	"AVBR"	"ADLR"	2
283	"AVDL"	"ADLR"	1
283	"AVDL"	"ADLR"	4
283	"AVDR"	"ADLR"	2
283	"AVHR"	"ADLR"	2
283	"AVJR"	"ADLR"	1
283	"AVJR"	"ADLR"	1
283	"AWCR"	"ADLR"	3
283	"OLLR"	"ADLR"	1
283	"PVCL"	"ADLR"	1
283	"PVCL"	"ADLR"	1
283	"RICL"	"ADLR"	1
283	"RICR"	"ADLR"	1
283	"AFDR"	"AFDL"	1
283	"AIBL"	"AFDL"	1
283	"AINR"	"AFDL"	1
283	"AINR"	"AFDL"	3
283	"AINR"	"AFDL"	1
283	"AIYL"	"AFDL"	7
283	"ASER"	"AFDL"	1
283	"ASER"	"AFDL"	1
283	"AWAL"	"AFDL"	1
283	"AWAL"	"AFDL"	4
283	"AFDL"	"AFDR"	1
283	"AIBR"	"AFDR"	1
283	"AINL"	"AFDR"	2
283	"AINL"	"AFDR"	3
283	"AINR"	"AFDR"	1
283	"AIYR"	"AFDR"	12
283	"AIYR"	"AFDR"	1
283	"ASER"	"AFDR"	1
283	"ASER"	"AFDR"	2
283	"AWAR"	"AFDR"	1
283	"AWAR"	"AFDR"	6
283	"RIR"	"AFDR"	1
283	"ADAL"	"AIAL"	1
283	"ADLL"	"AIAL"	2
283	"ADLL"	"AIAL"	4
283	"AIAR"	"AIAL"	1
283	"ASIL"	"AIAL"	2
283	"AWAL"	"AIAL"	1
283	"AIBL"	"AIAL"	3
283	"AIBL"	"AIAL"	7
283	"AIML"	"AIAL"	2
283	"AIML"	"AIAL"	1
283	"AIML"	"AIAL"	4
283	"AINR"	"AIAL"	2
283	"AIZL"	"AIAL"	1
283	"AIZL"	"AIAL"	3
283	"ASEL"	"AIAL"	3
283	"ASER"	"AIAL"	1
283	"ASER"	"AIAL"	2
283	"ASER"	"AIAL"	1
283	"ASER"	"AIAL"	1
283	"ASGL"	"AIAL"	1
283	"ASGL"	"AIAL"	6
283	"ASGL"	"AIAL"	3
283	"ASHL"	"AIAL"	1
283	"ASHL"	"AIAL"	5
283	"ASHL"	"AIAL"	2
283	"ASIR"	"AIAL"	1
283	"ASKL"	"AIAL"	2
283	"ASKL"	"AIAL"	1
283	"ASKL"	"AIAL"	7
283	"ASKL"	"AIAL"	4
283	"AWCL"	"AIAL"	2
283	"AWCR"	"AIAL"	1
283	"HSNL"	"AIAL"	1
283	"HSNL"	"AIAL"	1
283	"PVQL"	"AIAL"	3
283	"PVQL"	"AIAL"	3
283	"RIFL"	"AIAL"	1
283	"RMGL"	"AIAL"	1
283	"ADAR"	"AIAR"	1
283	"ADLR"	"AIAR"	2
283	"ADLR"	"AIAR"	2
283	"ADLR"	"AIAR"	8
283	"ADFR"	"AIAR"	1
283	"AIAL"	"AIAR"	1
283	"ASIR"	"AIAR"	2
283	"AWAR"	"AIAR"	1
283	"AIBR"	"AIAR"	6
283	"AIBR"	"AIAR"	8
283	"AIMR"	"AIAR"	5
283	"AIZR"	"AIAR"	1
283	"AIZR"	"AIAR"	1
283	"ASER"	"AIAR"	1
283	"ASER"	"AIAR"	1
283	"ASER"	"AIAR"	2
283	"ASGR"	"AIAR"	1
283	"ASGR"	"AIAR"	1
283	"ASGR"	"AIAR"	8
283	"ASGR"	"AIAR"	2
283	"ASHR"	"AIAR"	6
283	"ASHR"	"AIAR"	4
283	"ASIR"	"AIAR"	1
283	"ASIR"	"AIAR"	2
283	"ASKR"	"AIAR"	8
283	"ASKR"	"AIAR"	3
283	"AWAR"	"AIAR"	1
283	"AWCL"	"AIAR"	1
283	"AWCL"	"AIAR"	3
283	"AWCL"	"AIAR"	1
283	"AWCR"	"AIAR"	1
283	"AWCR"	"AIAR"	2
283	"AWCR"	"AIAR"	1
283	"AWCR"	"AIAR"	1
283	"PVQR"	"AIAR"	3
283	"PVQR"	"AIAR"	4
283	"RIFR"	"AIAR"	2
283	"ADAL"	"AIBL"	1
283	"ADAR"	"AIBL"	1
283	"ADLL"	"AIBL"	2
283	"ADLL"	"AIBL"	5
283	"AIAL"	"AIBL"	3
283	"AIAL"	"AIBL"	7
283	"AFDL"	"AIBL"	1
283	"DVC"	"AIBL"	1
283	"PVT"	"AIBL"	1
283	"RIGR"	"AIBL"	3
283	"RIMR"	"AIBL"	1
283	"RIVL"	"AIBL"	1
283	"AINR"	"AIBL"	2
283	"AIYL"	"AIBL"	1
283	"AIZL"	"AIBL"	2
283	"AIZL"	"AIBL"	2
283	"AIZR"	"AIBL"	1
283	"AIZR"	"AIBL"	7
283	"ASEL"	"AIBL"	1
283	"ASEL"	"AIBL"	6
283	"ASER"	"AIBL"	1
283	"ASER"	"AIBL"	2
283	"ASGL"	"AIBL"	3
283	"ASHL"	"AIBL"	2
283	"ASHL"	"AIBL"	3
283	"ASIL"	"AIBL"	1
283	"ASKL"	"AIBL"	2
283	"AVAL"	"AIBL"	2
283	"AVBL"	"AIBL"	1
283	"AVBL"	"AIBL"	4
283	"AWCL"	"AIBL"	1
283	"AWCL"	"AIBL"	1
283	"BAGL"	"AIBL"	1
283	"DVC"	"AIBL"	1
283	"FLPL"	"AIBL"	1
283	"FLPL"	"AIBL"	1
283	"FLPL"	"AIBL"	1
283	"HSNR"	"AIBL"	1
283	"PVT"	"AIBL"	2
283	"RIBR"	"AIBL"	1
283	"RIBR"	"AIBL"	3
283	"RIBR"	"AIBL"	1
283	"RIBR"	"AIBL"	1
283	"RIFL"	"AIBL"	1
283	"RIGR"	"AIBL"	1
283	"RIML"	"AIBL"	2
283	"RIMR"	"AIBL"	1
283	"RIMR"	"AIBL"	12
283	"RIMR"	"AIBL"	4
283	"SAADL"	"AIBL"	2
283	"SAADL"	"AIBL"	1
283	"SAADR"	"AIBL"	2
283	"SAAVL"	"AIBL"	1
283	"SDQR"	"AIBL"	2
283	"SMDDR"	"AIBL"	4
283	"ADAL"	"AIBR"	2
283	"ADAR"	"AIBR"	1
283	"ADLL"	"AIBR"	1
283	"ADLR"	"AIBR"	10
283	"AIAR"	"AIBR"	6
283	"AIAR"	"AIBR"	8
283	"AFDR"	"AIBR"	1
283	"DB01"	"AIBR"	1
283	"DVC"	"AIBR"	2
283	"PVT"	"AIBR"	1
283	"RIGL"	"AIBR"	3
283	"RIML"	"AIBR"	1
283	"RIS"	"AIBR"	1
283	"RIVR"	"AIBR"	1
283	"AIZL"	"AIBR"	2
283	"AIZL"	"AIBR"	6
283	"AIZR"	"AIBR"	1
283	"ASEL"	"AIBR"	2
283	"ASEL"	"AIBR"	2
283	"ASER"	"AIBR"	1
283	"ASER"	"AIBR"	9
283	"ASGR"	"AIBR"	2
283	"ASHR"	"AIBR"	1
283	"ASHR"	"AIBR"	2
283	"ASIR"	"AIBR"	1
283	"AVAR"	"AIBR"	1
283	"AVBR"	"AIBR"	3
283	"AVEL"	"AIBR"	1
283	"AWBL"	"AIBR"	1
283	"AWCL"	"AIBR"	1
283	"AWCR"	"AIBR"	4
283	"DVC"	"AIBR"	3
283	"FLPL"	"AIBR"	2
283	"FLPR"	"AIBR"	1
283	"HSNR"	"AIBR"	1
283	"PVT"	"AIBR"	4
283	"RIAL"	"AIBR"	1
283	"RIBL"	"AIBR"	4
283	"RIBL"	"AIBR"	2
283	"RIML"	"AIBR"	4
283	"RIML"	"AIBR"	12
283	"RIMR"	"AIBR"	1
283	"RMGL"	"AIBR"	1
283	"SAADL"	"AIBR"	1
283	"SAADR"	"AIBR"	1
283	"SDQL"	"AIBR"	1
283	"SMDDL"	"AIBR"	1
283	"SMDDL"	"AIBR"	2
283	"SMDVL"	"AIBR"	1
283	"VB01"	"AIBR"	3
283	"VB01"	"AIBR"	1
283	"AIAL"	"AIML"	1
283	"AIAL"	"AIML"	4
283	"AIAL"	"AIML"	2
283	"SIBDR"	"AIML"	1
283	"ALML"	"AIML"	1
283	"ASGL"	"AIML"	2
283	"ASKL"	"AIML"	2
283	"ASKL"	"AIML"	2
283	"AVBR"	"AIML"	2
283	"AVDL"	"AIML"	1
283	"AVDR"	"AIML"	1
283	"AVER"	"AIML"	1
283	"AVFL"	"AIML"	1
283	"AVFL"	"AIML"	3
283	"AVFR"	"AIML"	1
283	"AVHL"	"AIML"	2
283	"AVHR"	"AIML"	1
283	"AVJL"	"AIML"	1
283	"PVQL"	"AIML"	1
283	"RIFL"	"AIML"	1
283	"SMBVL"	"AIML"	1
283	"AIAR"	"AIMR"	5
283	"ASGR"	"AIMR"	2
283	"ASJR"	"AIMR"	2
283	"ASKR"	"AIMR"	3
283	"ASKR"	"AIMR"	1
283	"AVDR"	"AIMR"	1
283	"AVFL"	"AIMR"	1
283	"AVFL"	"AIMR"	1
283	"AVFR"	"AIMR"	1
283	"AVFR"	"AIMR"	1
283	"HSNL"	"AIMR"	1
283	"HSNR"	"AIMR"	2
283	"OLQDR"	"AIMR"	1
283	"PVNR"	"AIMR"	1
283	"RIFR"	"AIMR"	1
283	"RMGR"	"AIMR"	1
283	"RMGR"	"AIMR"	1
283	"RMGR"	"AIMR"	1
283	"AFDR"	"AINL"	2
283	"AFDR"	"AINL"	3
283	"ADEL"	"AINL"	1
283	"AINR"	"AINL"	2
283	"ASGR"	"AINL"	1
283	"AUAR"	"AINL"	1
283	"ASEL"	"AINL"	1
283	"ASEL"	"AINL"	2
283	"ASGR"	"AINL"	1
283	"AUAR"	"AINL"	1
283	"BAGL"	"AINL"	3
283	"RIBL"	"AINL"	1
283	"RIBR"	"AINL"	2
283	"AFDL"	"AINR"	3
283	"AFDL"	"AINR"	1
283	"AFDL"	"AINR"	1
283	"AFDR"	"AINR"	1
283	"AIAL"	"AINR"	2
283	"AIBL"	"AINR"	2
283	"AINL"	"AINR"	2
283	"ASGL"	"AINR"	1
283	"AUAL"	"AINR"	1
283	"ASEL"	"AINR"	1
283	"ASER"	"AINR"	1
283	"ASER"	"AINR"	1
283	"ASGL"	"AINR"	1
283	"AUAR"	"AINR"	1
283	"BAGR"	"AINR"	3
283	"RIBL"	"AINR"	2
283	"RID"	"AINR"	1
283	"AFDL"	"AIYL"	7
283	"AIBL"	"AIYL"	1
283	"AIYR"	"AIYL"	1
283	"RIML"	"AIYL"	1
283	"AIZL"	"AIYL"	3
283	"AIZL"	"AIYL"	10
283	"ASEL"	"AIYL"	8
283	"ASEL"	"AIYL"	5
283	"ASER"	"AIYL"	2
283	"ASER"	"AIYL"	2
283	"ASIL"	"AIYL"	2
283	"AWAL"	"AIYL"	3
283	"AWAL"	"AIYL"	1
283	"AWCL"	"AIYL"	1
283	"AWCL"	"AIYL"	7
283	"AWCL"	"AIYL"	3
283	"AWCR"	"AIYL"	1
283	"AWCR"	"AIYL"	1
283	"AWCR"	"AIYL"	3
283	"BAGR"	"AIYL"	1
283	"HSNR"	"AIYL"	1
283	"RIAL"	"AIYL"	1
283	"RIAL"	"AIYL"	6
283	"RIBL"	"AIYL"	4
283	"ADFR"	"AIYR"	1
283	"ADFR"	"AIYR"	1
283	"AFDR"	"AIYR"	12
283	"AFDR"	"AIYR"	1
283	"AIYL"	"AIYR"	1
283	"RIMR"	"AIYR"	1
283	"AIZR"	"AIYR"	8
283	"ASEL"	"AIYR"	5
283	"ASEL"	"AIYR"	1
283	"ASER"	"AIYR"	4
283	"ASER"	"AIYR"	10
283	"ASGR"	"AIYR"	1
283	"AUAR"	"AIYR"	1
283	"AWAR"	"AIYR"	1
283	"AWAR"	"AIYR"	2
283	"AWCR"	"AIYR"	3
283	"AWCR"	"AIYR"	6
283	"HSNL"	"AIYR"	1
283	"RIAR"	"AIYR"	6
283	"RIBR"	"AIYR"	2
283	"ADFL"	"AIZL"	5
283	"ADFL"	"AIZL"	7
283	"AIAL"	"AIZL"	3
283	"AIAL"	"AIZL"	1
283	"AIBL"	"AIZL"	2
283	"AIBL"	"AIZL"	2
283	"AIBR"	"AIZL"	2
283	"AIBR"	"AIZL"	6
283	"AIYL"	"AIZL"	3
283	"AIYL"	"AIZL"	10
283	"AIZR"	"AIZL"	2
283	"ASGL"	"AIZL"	1
283	"ASHL"	"AIZL"	1
283	"ASEL"	"AIZL"	1
283	"ASIL"	"AIZL"	1
283	"AVER"	"AIZL"	5
283	"AWAL"	"AIZL"	3
283	"AWAL"	"AIZL"	7
283	"AWBL"	"AIZL"	3
283	"AWBL"	"AIZL"	6
283	"DVA"	"AIZL"	1
283	"DVA"	"AIZL"	3
283	"HSNL"	"AIZL"	2
283	"HSNR"	"AIZL"	1
283	"RIAL"	"AIZL"	3
283	"RIAL"	"AIZL"	5
283	"RIGL"	"AIZL"	1
283	"RIH"	"AIZL"	4
283	"RIML"	"AIZL"	4
283	"RIR"	"AIZL"	3
283	"RIR"	"AIZL"	3
283	"SMBDL"	"AIZL"	1
283	"SMBDL"	"AIZL"	8
283	"SMBVL"	"AIZL"	7
283	"VB02"	"AIZL"	1
283	"ADFR"	"AIZR"	3
283	"ADFR"	"AIZR"	5
283	"AIAR"	"AIZR"	1
283	"AIAR"	"AIZR"	1
283	"AIBL"	"AIZR"	1
283	"AIBL"	"AIZR"	7
283	"AIBR"	"AIZR"	1
283	"AIYR"	"AIZR"	8
283	"AIZL"	"AIZR"	2
283	"ASGR"	"AIZR"	1
283	"ASHR"	"AIZR"	1
283	"AWAR"	"AIZR"	1
283	"AVEL"	"AIZR"	4
283	"AVER"	"AIZR"	1
283	"AVER"	"AIZR"	1
283	"AWAR"	"AIZR"	2
283	"AWAR"	"AIZR"	5
283	"AWBR"	"AIZR"	1
283	"AWBR"	"AIZR"	3
283	"DVA"	"AIZR"	1
283	"DVA"	"AIZR"	1
283	"HSNL"	"AIZR"	1
283	"HSNR"	"AIZR"	1
283	"RIAR"	"AIZR"	4
283	"RIAR"	"AIZR"	3
283	"RIBR"	"AIZR"	1
283	"RIGL"	"AIZR"	1
283	"RIH"	"AIZR"	4
283	"RIMR"	"AIZR"	1
283	"RIMR"	"AIZR"	3
283	"RIR"	"AIZR"	4
283	"RIR"	"AIZR"	1
283	"SMBDR"	"AIZR"	5
283	"SMBVR"	"AIZR"	3
283	"SMDDR"	"AIZR"	1
283	"ADEL"	"ALA"	1
283	"ADER"	"ALA"	1
283	"ADLL"	"ALA"	2
283	"RID"	"ALA"	1
283	"AVAL"	"ALA"	1
283	"AVEL"	"ALA"	2
283	"AVER"	"ALA"	1
283	"AVER"	"ALA"	1
283	"RMDR"	"ALA"	1
283	"AIML"	"ALML"	1
283	"AVM"	"ALML"	1
283	"PVR"	"ALML"	1
283	"AVDR"	"ALML"	1
283	"AVEL"	"ALML"	1
283	"BDUL"	"ALML"	5
283	"BDUL"	"ALML"	1
283	"CEPDL"	"ALML"	3
283	"CEPVL"	"ALML"	2
283	"PVCL"	"ALML"	2
283	"PVCL"	"ALML"	2
283	"PVCR"	"ALML"	1
283	"PVCR"	"ALML"	1
283	"RIFL"	"ALML"	2
283	"RMDDR"	"ALML"	1
283	"RMGL"	"ALML"	1
283	"RMGL"	"ALML"	1
283	"SDQL"	"ALML"	1
283	"SDQL"	"ALML"	1
283	"AVM"	"ALMR"	1
283	"BDUR"	"ALMR"	5
283	"BDUR"	"ALMR"	1
283	"CEPDR"	"ALMR"	1
283	"CEPVR"	"ALMR"	1
283	"PVCR"	"ALMR"	3
283	"RMDDL"	"ALMR"	1
283	"SIADL"	"ALMR"	1
283	"SMBDR"	"ALNL"	1
283	"RIGL"	"ALNL"	1
283	"RMGL"	"ALNL"	1
283	"SAAVL"	"ALNL"	3
283	"SAAVL"	"ALNL"	1
283	"SMBDR"	"ALNL"	2
283	"SMDVL"	"ALNL"	1
283	"ADER"	"ALNR"	1
283	"RIGR"	"ALNR"	1
283	"RMGR"	"ALNR"	1
283	"RMHR"	"ALNR"	1
283	"SAAVR"	"ALNR"	2
283	"SMBDL"	"ALNR"	2
283	"SMDDR"	"ALNR"	1
283	"SMDVL"	"ALNR"	1
283	"AVBL"	"AQR"	1
283	"AVKL"	"AQR"	2
283	"AVKR"	"AQR"	1
283	"PVPL"	"AQR"	7
283	"PVPR"	"AQR"	9
283	"RIGL"	"AQR"	2
283	"RIGR"	"AQR"	1
283	"AVAL"	"AQR"	1
283	"AVAL"	"AQR"	1
283	"AVAR"	"AQR"	1
283	"AVAR"	"AQR"	2
283	"AVBL"	"AQR"	1
283	"AVBL"	"AQR"	2
283	"AVBR"	"AQR"	4
283	"AVDL"	"AQR"	1
283	"AVDR"	"AQR"	1
283	"AVHR"	"AQR"	2
283	"AVJL"	"AQR"	1
283	"BAGL"	"AQR"	2
283	"BAGR"	"AQR"	2
283	"DVA"	"AQR"	1
283	"DVA"	"AQR"	3
283	"PVCR"	"AQR"	2
283	"PVCR"	"AQR"	1
283	"PVPL"	"AQR"	1
283	"PVPL"	"AQR"	1
283	"PVPR"	"AQR"	2
283	"RIAL"	"AQR"	1
283	"RIAL"	"AQR"	2
283	"RIAR"	"AQR"	1
283	"RIAR"	"AQR"	1
283	"URXL"	"AQR"	1
283	"AVAL"	"AS01"	3
283	"AVAR"	"AS01"	2
283	"VA03"	"AS01"	1
283	"VD02"	"AS01"	1
283	"AVAR"	"AS01"	1
283	"AVBR"	"AS01"	1
283	"AVDL"	"AS01"	1
283	"AVEL"	"AS01"	1
283	"AVER"	"AS01"	1
283	"AVER"	"AS01"	2
283	"DA01"	"AS01"	2
283	"DB01"	"AS01"	1
283	"PVCL"	"AS01"	1
283	"VD01"	"AS01"	1
283	"VD01"	"AS01"	4
283	"DA02"	"AS02"	1
283	"VA04"	"AS02"	2
283	"AVAL"	"AS02"	1
283	"AVAR"	"AS02"	2
283	"AVER"	"AS02"	2
283	"DB01"	"AS02"	1
283	"DB01"	"AS02"	1
283	"DD01"	"AS02"	1
283	"PVCR"	"AS02"	1
283	"RID"	"AS02"	1
283	"VD02"	"AS02"	4
283	"VD02"	"AS02"	6
283	"AVAL"	"AS03"	2
283	"AVAR"	"AS03"	1
283	"DA02"	"AS03"	1
283	"VA05"	"AS03"	2
283	"AVAL"	"AS03"	1
283	"AVAR"	"AS03"	1
283	"AVBL"	"AS03"	1
283	"AVBR"	"AS03"	1
283	"AVER"	"AS03"	1
283	"DA03"	"AS03"	1
283	"DB01"	"AS03"	1
283	"DD01"	"AS03"	1
283	"VD02"	"AS03"	1
283	"VD03"	"AS03"	1
283	"VD03"	"AS03"	14
283	"DA03"	"AS04"	1
283	"AS05"	"AS04"	1
283	"AVAL"	"AS04"	1
283	"AVAR"	"AS04"	1
283	"AVBL"	"AS04"	1
283	"AVBR"	"AS04"	1
283	"AVDL"	"AS04"	1
283	"DA03"	"AS04"	1
283	"DB03"	"AS04"	1
283	"VD04"	"AS04"	3
283	"VD04"	"AS04"	8
283	"AS04"	"AS05"	1
283	"AVAL"	"AS05"	1
283	"AVAR"	"AS05"	1
283	"VA07"	"AS05"	1
283	"AVAL"	"AS05"	3
283	"AVAR"	"AS05"	1
283	"AVBL"	"AS05"	1
283	"AVBR"	"AS05"	1
283	"AVDL"	"AS05"	1
283	"AVDR"	"AS05"	1
283	"DB03"	"AS05"	1
283	"DD02"	"AS05"	1
283	"HSNR"	"AS05"	1
283	"VD05"	"AS05"	3
283	"VD05"	"AS05"	6
283	"AVAL"	"AS06"	1
283	"AVAR"	"AS06"	1
283	"AVBR"	"AS06"	1
283	"DA05"	"AS06"	2
283	"VA08"	"AS06"	1
283	"AVAR"	"AS06"	2
283	"AVBL"	"AS06"	1
283	"AVBR"	"AS06"	1
283	"PLMR"	"AS06"	1
283	"PVR"	"AS06"	1
283	"VD06"	"AS06"	3
283	"VD06"	"AS06"	10
283	"AVAL"	"AS07"	6
283	"AVAR"	"AS07"	5
283	"AVBL"	"AS07"	2
283	"AVBR"	"AS07"	2
283	"AVAL"	"AS07"	8
283	"AVAR"	"AS07"	3
283	"AVBR"	"AS07"	1
283	"AVAL"	"AS08"	4
283	"AVAR"	"AS08"	3
283	"AVAL"	"AS08"	5
283	"AVAR"	"AS08"	6
283	"AVAL"	"AS09"	4
283	"AVAR"	"AS09"	1
283	"DVB"	"AS09"	7
283	"AVAL"	"AS09"	8
283	"AVAR"	"AS09"	1
283	"AVAR"	"AS09"	5
283	"AVBL"	"AS09"	1
283	"AVAL"	"AS10"	1
283	"AVAR"	"AS10"	1
283	"AVAL"	"AS10"	2
283	"AVAR"	"AS10"	1
283	"AVBL"	"AS10"	1
283	"AVBR"	"AS10"	1
283	"AVDL"	"AS10"	1
